City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
202,Namatanai,PG,-3.6667,152.4333,80.42,80,83,0.74,light rain,2021-12-19 21:16:46
203,Ahipara,NZ,-35.1667,173.1667,67.17,61,1,3.58,clear sky,2021-12-19 21:16:46
204,Lagoa,PT,39.05,-27.9833,60.08,67,41,14.38,scattered clouds,2021-12-19 21:16:47
205,Bambous Virieux,MU,-20.3428,57.7575,79.21,88,40,3.44,scattered clouds,2021-12-19 21:16:47
206,Jibuti,DJ,11.5,42.5,74.62,73,39,15.21,scattered clouds,2021-12-19 21:16:18
207,Cabo San Lucas,MX,22.8909,-109.9124,78.1,66,40,4.0,scattered clouds,2021-12-19 21:12:24
208,Tuatapere,NZ,-46.1333,167.6833,72.82,54,67,10.0,broken clouds,2021-12-19 21:16:48
209,Tulagi,SB,-9.0996,160.1476,82.33,73,98,2.37,overcast clouds,2021-12-19 21:16:48
210,Ilulissat,GL,69.2167,-51.1,35.62,41,100,12.66,overcast clouds,2021-12-19 21:16:48
211,Margate,GB,51.3813,1.3862,44.31,95,100,5.01,overcast clouds,2021-12-19 21:16:49
212,Provideniya,RU,64.3833,-173.3,33.91,100,90,22.37,mist,2021-12-19 21:16:49
213,Nanortalik,GL,60.1432,-45.2371,41.09,66,100,28.97,overcast clouds,2021-12-19 21:16:50
214,Qaanaaq,GL,77.484,-69.3632,14.65,71,68,8.16,broken clouds,2021-12-19 21:16:50
215,Krasnoselkup,RU,65.7,82.4667,-39.8,96,14,4.45,few clouds,2021-12-19 21:16:50
216,Ituango,CO,7.1712,-75.764,67.66,97,100,2.19,overcast clouds,2021-12-19 21:16:51
217,Lensk,RU,60.7253,114.9278,-35.21,96,100,5.12,overcast clouds,2021-12-19 21:16:51
218,Sola,VU,-13.8833,167.55,83.07,89,75,2.3,broken clouds,2021-12-19 21:16:52
219,La Ronge,CA,55.1001,-105.2842,-5.55,71,90,12.66,light snow,2021-12-19 21:16:52
220,Sandwick,GB,60.0,-1.25,39.02,75,90,4.61,overcast clouds,2021-12-19 21:16:52
221,Yulara,AU,-25.2406,130.9889,73.24,35,0,10.36,clear sky,2021-12-19 21:16:53
222,Hazorasp,UZ,41.3194,61.0742,31.84,84,0,5.26,clear sky,2021-12-19 21:16:53
223,Pundaguitan,PH,6.3711,126.1689,81.61,76,65,12.17,broken clouds,2021-12-19 21:16:53
224,Vallenar,CL,-28.5708,-70.7581,80.24,39,99,8.79,overcast clouds,2021-12-19 21:16:53
225,Lodja,CD,-3.4833,23.4333,69.84,97,99,2.04,overcast clouds,2021-12-19 21:16:54
226,Awjilah,LY,29.1081,21.2869,49.33,64,5,10.56,clear sky,2021-12-19 21:16:54
227,Esperance,AU,-33.8667,121.9,58.77,68,0,1.3,clear sky,2021-12-19 21:16:54
228,San Matias,BO,-16.3667,-58.4,81.9,85,99,4.29,light rain,2021-12-19 21:16:55
229,Acapulco,MX,16.8634,-99.8901,85.82,58,75,8.05,broken clouds,2021-12-19 21:16:55
230,Panzhihua,CN,26.5851,101.7128,47.26,91,1,1.41,clear sky,2021-12-19 21:16:55
231,Taiyuan,CN,37.8694,112.5603,21.06,63,0,2.24,clear sky,2021-12-19 21:16:56
232,Bengkulu,ID,-3.8004,102.2655,74.93,95,100,9.24,overcast clouds,2021-12-19 21:16:56
233,Aojiang,CN,22.9421,116.0359,63.01,66,100,14.34,light rain,2021-12-19 21:16:56
234,Santa Barbara,US,34.7333,-120.0343,59.99,45,1,0.0,clear sky,2021-12-19 21:16:57
235,Saint George,US,37.1041,-113.5841,56.53,35,1,3.0,clear sky,2021-12-19 21:16:57
236,Vavoua,CI,7.3819,-6.4778,78.28,40,27,2.51,scattered clouds,2021-12-19 21:16:57
237,Pochutla,MX,15.7432,-96.4661,87.62,50,77,7.4,broken clouds,2021-12-19 21:16:58
238,Mareeba,AU,-17.0,145.4333,75.92,84,76,1.45,broken clouds,2021-12-19 21:16:58
239,Gunjur,GM,13.2019,-16.7339,80.67,44,98,10.36,overcast clouds,2021-12-19 21:16:58
240,Vardo,NO,70.3705,31.1107,26.58,80,75,17.27,light snow,2021-12-19 21:16:59
241,Nelson Bay,AU,-32.7167,152.15,79.0,82,55,4.21,broken clouds,2021-12-19 21:16:59
242,Saint-Leu,RE,-21.15,55.2833,79.66,94,90,6.4,light rain,2021-12-19 21:16:59
243,Mana,GF,5.6592,-53.7767,79.7,83,99,8.57,overcast clouds,2021-12-19 21:17:00
244,Dezhou,CN,37.4486,116.2925,36.19,46,5,6.13,clear sky,2021-12-19 21:17:00
245,Ciochina,RO,44.5833,27.0667,39.83,89,69,11.86,broken clouds,2021-12-19 21:17:00
246,Cabinda,AO,-5.55,12.2,78.46,89,68,7.07,broken clouds,2021-12-19 21:17:01
247,Beaufort,MY,5.3473,115.7455,78.96,95,100,2.89,overcast clouds,2021-12-19 21:17:01
248,Bezhta,RU,42.1338,46.1283,29.98,94,100,5.53,snow,2021-12-19 21:17:01
249,Tabora,TZ,-5.0167,32.8,66.07,93,100,1.57,light rain,2021-12-19 21:17:02
250,Belen,TR,36.4891,36.2233,44.74,100,75,4.61,light rain,2021-12-19 21:17:02
251,Iisalmi,FI,63.5592,27.1907,14.02,89,97,9.19,overcast clouds,2021-12-19 21:17:02
252,Hameenlinna,FI,60.996,24.4643,26.02,79,100,11.54,light snow,2021-12-19 21:17:03
253,Mawlaik,MM,23.6333,94.4167,58.53,92,0,1.32,clear sky,2021-12-19 21:17:03
254,Nuristan,AF,35.3,70.8333,17.8,49,34,8.55,scattered clouds,2021-12-19 21:17:03
255,Port-Cartier,CA,50.0334,-66.8654,17.74,84,100,5.84,overcast clouds,2021-12-19 21:17:03
256,Katherine,AU,-14.4667,132.2667,82.72,78,97,1.14,overcast clouds,2021-12-19 21:17:04
257,Ugoofaaru,MV,5.6667,73.0,81.32,77,100,14.97,overcast clouds,2021-12-19 21:17:04
258,Souillac,MU,-20.5167,57.5167,79.36,88,40,3.44,scattered clouds,2021-12-19 21:17:04
259,Mount Darwin,ZW,-16.7725,31.5838,68.99,77,100,7.92,overcast clouds,2021-12-19 21:17:05
260,Zabol,AF,32.25,67.25,43.45,21,100,5.84,overcast clouds,2021-12-19 21:17:05
261,Quatre Cocos,MU,-20.2078,57.7625,79.09,76,6,4.29,clear sky,2021-12-19 21:17:05
262,Sinnamary,GF,5.3833,-52.95,79.99,81,55,7.65,broken clouds,2021-12-19 21:17:06
263,Basco,PH,20.4487,121.9702,73.47,77,100,26.89,overcast clouds,2021-12-19 21:17:06
264,Saint-Ambroise,CA,48.5501,-71.3324,16.57,76,99,8.46,overcast clouds,2021-12-19 21:17:06
265,Agramonte,CU,22.6786,-81.1156,82.83,37,0,5.26,clear sky,2021-12-19 21:17:07
266,Ilheus,BR,-14.7889,-39.0494,82.22,78,75,5.75,broken clouds,2021-12-19 21:17:07
267,Flinders,AU,-34.5833,150.8552,72.18,78,88,5.37,overcast clouds,2021-12-19 21:17:07
268,Nouadhibou,MR,20.931,-17.0347,66.18,82,98,6.91,overcast clouds,2021-12-19 21:17:08
269,Westport,US,41.1415,-73.3579,38.95,61,1,1.01,clear sky,2021-12-19 21:17:08
270,Miri,MY,4.4148,114.0089,75.34,94,40,4.61,light rain,2021-12-19 21:17:08
271,Namibe,AO,-15.1961,12.1522,70.52,68,73,8.72,broken clouds,2021-12-19 21:17:09
272,Corralillo,CU,22.9819,-80.5856,80.31,67,1,10.87,clear sky,2021-12-19 21:17:09
273,Benjamin Constant,BR,-4.3831,-70.0311,84.25,70,20,4.61,few clouds,2021-12-19 21:17:09
274,Sibolga,ID,1.7427,98.7792,74.41,88,100,3.31,overcast clouds,2021-12-19 21:17:10
275,Tancitaro,MX,19.3333,-102.3667,62.62,43,99,1.83,overcast clouds,2021-12-19 21:17:10
276,Nikolskoye,RU,59.7035,30.7861,23.4,92,100,12.17,light snow,2021-12-19 21:17:10
277,Kruisfontein,ZA,-34.0033,24.7314,64.89,83,79,11.63,broken clouds,2021-12-19 21:17:11
278,Little Current,CA,45.9793,-81.9248,21.42,50,37,1.32,scattered clouds,2021-12-19 21:17:11
279,Natitingou,BJ,10.3042,1.3796,73.45,19,7,9.62,clear sky,2021-12-19 21:17:11
280,Wuwei,CN,37.9281,102.6414,26.6,44,33,4.38,scattered clouds,2021-12-19 21:17:12
281,Elbistan,TR,38.2059,37.1983,36.97,94,100,4.45,overcast clouds,2021-12-19 21:17:12
282,Praya,CV,14.9215,-23.5087,72.14,83,90,10.36,overcast clouds,2021-12-19 21:17:12
283,Boca Do Acre,BR,-8.7522,-67.3978,77.92,96,100,2.46,moderate rain,2021-12-19 21:17:13
284,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,81,94,11.99,overcast clouds,2021-12-19 21:17:13
285,Alice Town,BS,25.7167,-79.3,78.12,78,0,13.47,clear sky,2021-12-19 21:17:13
286,Mahibadhoo,MV,3.7833,72.9667,82.04,77,100,17.85,overcast clouds,2021-12-19 21:17:14
287,Dzaoudzi,YT,-12.7887,45.2699,80.49,83,0,5.75,clear sky,2021-12-19 21:17:14
288,Karwar,IN,14.8,74.1333,69.73,55,2,8.41,clear sky,2021-12-19 21:17:14
